Order ID,Order Date,Customer ID,City,Product,Category,Quantity,Price,Revenue
346,2023-12-12,1905,Chennai,Mobile,Accessories,8.0,1325.0,10600
347,2023-12-13,1857,Chennai,Mobile,Electronics,4.0,2494.0,9976
348,2023-12-14,1329,Bangalore,Mobile,Gadgets,3.0,1193.0,3579
349,2023-12-15,1504,Delhi,Mobile,Accessories,3.0,4645.0,13935
350,2023-12-16,1980,Chennai,Mobile,Electronics,6.0,3867.0,23202
351,2023-12-17,1568,Chennai,Mobile,Accessories,5.0,1262.0,6310
352,2023-12-18,1433,Chennai,Headphones,Electronics,9.0,1613.0,14517
353,2023-12-19,1513,Bangalore,Headphones,Accessories,8.0,3710.0,29680
354,2023-12-20,1679,Mumbai,Mobile,Gadgets,7.0,1198.0,8386
355,2023-12-21,1466,Hyderabad,Tablet,Gadgets,5.0,306.0,1530
356,2023-12-22,1975,Hyderabad,Mobile,Electronics,4.0,2469.0,9876
357,2023-12-23,1294,Bangalore,Mobile,Electronics,6.0,1266.0,7596
358,2023-12-24,1322,Delhi,Headphones,Accessories,9.0,2196.0,19764
359,2023-12-25,1845,Hyderabad,Tablet,Gadgets,2.0,3197.0,6394
360,2023-12-26,1734,Bangalore,Tablet,Electronics,8.0,2115.0,16920
361,2023-12-27,1464,Bangalore,Laptop,Gadgets,9.0,2968.0,26712
362,2023-12-28,1199,Delhi,Laptop,Gadgets,2.0,2521.0,5042
363,2023-12-29,1342,Chennai,Smartwatch,Accessories,7.0,4446.0,31122
364,2023-12-30,1201,Hyderabad,Mobile,Accessories,4.0,372.0,1488
365,2023-12-31,1656,Mumbai,Mobile,Electronics,5.0,991.0,4955
366,2024-01-01,1388,Bangalore,Tablet,Accessories,3.0,1031.0,3093
367,2024-01-02,1321,Chennai,Smartwatch,Electronics,3.0,3344.0,10032
368,2024-01-03,1555,Mumbai,Headphones,Gadgets,3.0,997.0,2991
369,2024-01-04,1407,Hyderabad,Smartwatch,Electronics,5.0,3173.0,15865
370,2024-01-05,1590,Hyderabad,Tablet,Gadgets,3.0,3188.0,9564
371,2024-01-06,1653,Mumbai,Headphones,Accessories,4.0,3462.0,13848
372,2024-01-07,1985,Delhi,Headphones,Electronics,2.0,3460.0,6920
373,2024-01-08,1556,Bangalore,Headphones,Gadgets,8.0,133.0,1064
374,2024-01-09,1941,Mumbai,Tablet,Accessories,3.0,366.0,1098
375,2024-01-10,1739,Mumbai,Tablet,Accessories,2.0,1744.0,3488
376,2024-01-11,1790,Bangalore,Headphones,Electronics,3.0,3118.0,9354
377,2024-01-12,1220,Hyderabad,Smartwatch,Electronics,5.0,4873.0,24365
378,2024-01-13,1642,Mumbai,Mobile,Accessories,1.0,1883.0,1883
379,2024-01-14,1242,Bangalore,Laptop,Gadgets,6.0,4583.0,27498
380,2024-01-15,1423,Bangalore,Headphones,Accessories,7.0,1371.0,9597
381,2024-01-16,1579,Hyderabad,Laptop,Gadgets,9.0,790.0,7110
382,2024-01-17,1195,Mumbai,Smartwatch,Accessories,6.0,4272.0,25632
383,2024-01-18,1215,Mumbai,Laptop,Electronics,6.0,823.0,4938
384,2024-01-19,1463,Bangalore,Tablet,Electronics,2.0,120.0,240
385,2024-01-20,1061,Bangalore,Headphones,Gadgets,8.0,3332.0,26656
386,2024-01-21,1576,Chennai,Mobile,Electronics,5.0,510.0,2550
387,2024-01-22,1723,Bangalore,Mobile,Gadgets,2.0,1242.0,2484
388,2024-01-23,1284,Chennai,Tablet,Accessories,4.0,1512.0,6048
389,2024-01-24,1798,Chennai,Tablet,Gadgets,6.0,2807.0,16842
390,2024-01-25,1312,Mumbai,Mobile,Accessories,1.0,2496.0,2496
391,2024-01-26,1502,Bangalore,Laptop,Gadgets,5.0,3673.0,18365
392,2024-01-27,1965,Bangalore,Laptop,Gadgets,7.0,347.0,2429
393,2024-01-28,1306,Bangalore,Smartwatch,Electronics,5.0,3195.0,15975
394,2024-01-29,1615,Hyderabad,Headphones,Gadgets,9.0,3851.0,34659
395,2024-01-30,1266,Delhi,Tablet,Gadgets,6.0,290.0,1740
396,2024-01-31,1933,Delhi,Smartwatch,Electronics,7.0,4275.0,29925
397,2024-02-01,1474,Chennai,Headphones,Accessories,4.0,3983.0,15932
398,2024-02-02,1234,Bangalore,Headphones,Gadgets,1.0,3211.0,3211
399,2024-02-03,1545,Delhi,Laptop,Gadgets,3.0,4626.0,13878
400,2024-02-04,1927,Mumbai,Headphones,Gadgets,1.0,803.0,803
401,2024-02-05,1585,Delhi,Smartwatch,Electronics,7.0,1798.0,12586
402,2024-02-06,1895,Chennai,Smartwatch,Gadgets,3.0,2550.0,7650
403,2024-02-07,1244,Bangalore,Mobile,Electronics,9.0,3887.0,34983
404,2024-02-08,1065,Mumbai,Tablet,Gadgets,1.0,1514.0,1514
405,2024-02-09,1406,Delhi,Smartwatch,Accessories,5.0,1041.0,5205
406,2024-02-10,1903,Bangalore,Mobile,Accessories,6.0,2047.0,12282
407,2024-02-11,1058,Hyderabad,Laptop,Gadgets,7.0,267.0,1869
408,2024-02-12,1122,Delhi,Headphones,Electronics,8.0,503.0,4024
409,2024-02-13,1635,Hyderabad,Tablet,Electronics,7.0,1261.0,8827
410,2024-02-14,1169,Delhi,Mobile,Accessories,7.0,3006.0,21042
411,2024-02-15,1051,Delhi,Mobile,Accessories,4.0,409.0,1636
412,2024-02-16,1196,Bangalore,Mobile,Accessories,5.0,4101.0,20505
413,2024-02-17,1136,Chennai,Mobile,Accessories,2.0,3283.0,6566
414,2024-02-18,1716,Hyderabad,Headphones,Accessories,4.0,4944.0,19776
415,2024-02-19,1403,Bangalore,Headphones,Gadgets,9.0,1158.0,10422
416,2024-02-20,1929,Chennai,Laptop,Gadgets,3.0,4070.0,12210
417,2024-02-21,1021,Chennai,Tablet,Electronics,4.0,131.0,524
418,2024-02-22,1179,Chennai,Headphones,Gadgets,4.0,2961.0,11844
419,2024-02-23,1416,Mumbai,Tablet,Electronics,8.0,1865.0,14920
420,2024-02-24,1893,Chennai,Smartwatch,Electronics,8.0,4736.0,37888
421,2024-02-25,1471,Bangalore,Smartwatch,Gadgets,6.0,447.0,2682
422,2024-02-26,1201,Bangalore,Mobile,Accessories,8.0,4515.0,36120
423,2024-02-27,1134,Hyderabad,Headphones,Electronics,9.0,4379.0,39411
424,2024-02-28,1026,Mumbai,Mobile,Gadgets,9.0,1275.0,11475
425,2024-02-29,1775,Chennai,Smartwatch,Gadgets,5.0,901.0,4505
426,2024-03-01,1449,Delhi,Tablet,Gadgets,9.0,679.0,6111
427,2024-03-02,1269,Mumbai,Laptop,Accessories,7.0,181.0,1267
428,2024-03-03,1524,Delhi,Smartwatch,Electronics,5.0,4684.0,23420
429,2024-03-04,1021,Hyderabad,Tablet,Accessories,8.0,861.0,6888
430,2024-03-05,1137,Chennai,Laptop,Electronics,6.0,1313.0,7878
431,2024-03-06,1743,Mumbai,Mobile,Accessories,3.0,4717.0,14151
432,2024-03-07,1954,Chennai,Mobile,Accessories,1.0,1067.0,1067
433,2024-03-08,1613,Bangalore,Tablet,Accessories,1.0,2874.0,2874
434,2024-03-09,1463,Chennai,Mobile,Electronics,4.0,594.0,2376
435,2024-03-10,1029,Delhi,Headphones,Accessories,7.0,3324.0,23268
436,2024-03-11,1943,Hyderabad,Headphones,Gadgets,3.0,1804.0,5412
437,2024-03-12,1264,Hyderabad,Tablet,Accessories,6.0,387.0,2322
438,2024-03-13,1827,Mumbai,Tablet,Gadgets,6.0,2997.0,17982
439,2024-03-14,1133,Bangalore,Headphones,Electronics,3.0,295.0,885
440,2024-03-15,1946,Chennai,Mobile,Electronics,5.0,4536.0,22680
441,2024-03-16,1249,Chennai,Headphones,Accessories,5.0,935.0,4675
442,2024-03-17,1942,Mumbai,Tablet,Electronics,1.0,242.0,242
443,2024-03-18,1684,Delhi,Laptop,Electronics,2.0,2953.0,5906
444,2024-03-19,1574,Delhi,Mobile,Accessories,3.0,1288.0,3864
445,2024-03-20,1341,Hyderabad,Laptop,Accessories,4.0,4634.0,18536
446,2024-03-21,1658,Bangalore,Mobile,Gadgets,7.0,3552.0,24864
447,2024-03-22,1504,Mumbai,Mobile,Gadgets,1.0,2523.0,2523
448,2024-03-23,1457,Chennai,Laptop,Accessories,3.0,2883.0,8649
449,2024-03-24,1075,Bangalore,Headphones,Accessories,8.0,4373.0,34984
450,2024-03-25,1674,Hyderabad,Tablet,Gadgets,4.0,2489.0,9956
451,2024-03-26,1162,Bangalore,Tablet,Gadgets,2.0,1075.0,2150
452,2024-03-27,1901,Hyderabad,Headphones,Accessories,2.0,3499.0,6998
453,2024-03-28,1862,Mumbai,Laptop,Electronics,4.0,1115.0,4460
454,2024-03-29,1515,Hyderabad,Headphones,Gadgets,5.0,841.0,4205
455,2024-03-30,1092,Hyderabad,Tablet,Gadgets,7.0,420.0,2940
456,2024-03-31,1690,Bangalore,Headphones,Accessories,9.0,3017.0,27153
457,2024-04-01,1814,Mumbai,Tablet,Electronics,3.0,2582.0,7746
458,2024-04-02,1908,Hyderabad,Laptop,Accessories,4.0,335.0,1340
459,2024-04-03,1636,Chennai,Mobile,Accessories,3.0,595.0,1785
460,2024-04-04,1200,Chennai,Headphones,Gadgets,3.0,847.0,2541
461,2024-04-05,1891,Mumbai,Mobile,Electronics,2.0,3631.0,7262
462,2024-04-06,1745,Chennai,Smartwatch,Gadgets,9.0,232.0,2088
463,2024-04-07,1100,Bangalore,Headphones,Electronics,9.0,2427.0,21843
464,2024-04-08,1554,Chennai,Mobile,Accessories,8.0,1695.0,13560
465,2024-04-09,1572,Chennai,Smartwatch,Accessories,2.0,4701.0,9402
466,2024-04-10,1737,Delhi,Tablet,Accessories,6.0,3475.0,20850
467,2024-04-11,1049,Bangalore,Smartwatch,Electronics,5.0,1170.0,5850
468,2024-04-12,1156,Delhi,Mobile,Gadgets,6.0,3383.0,20298
469,2024-04-13,1599,Chennai,Mobile,Accessories,8.0,1246.0,9968
470,2024-04-14,1298,Chennai,Laptop,Gadgets,3.0,3071.0,9213
471,2024-04-15,1461,Bangalore,Laptop,Accessories,7.0,1804.0,12628
472,2024-04-16,1686,Chennai,Laptop,Electronics,3.0,594.0,1782
473,2024-04-17,1321,Delhi,Smartwatch,Accessories,2.0,4324.0,8648
474,2024-04-18,1169,Hyderabad,Smartwatch,Gadgets,6.0,982.0,5892
475,2024-04-19,1250,Hyderabad,Smartwatch,Accessories,9.0,1705.0,15345
476,2024-04-20,1328,Mumbai,Mobile,Electronics,6.0,2719.0,16314
477,2024-04-21,1362,Chennai,Headphones,Accessories,1.0,4777.0,4777
478,2024-04-22,1606,Chennai,Tablet,Accessories,8.0,669.0,5352
479,2024-04-23,1851,Bangalore,Headphones,Electronics,1.0,4565.0,4565
480,2024-04-24,1347,Hyderabad,Mobile,Accessories,1.0,1609.0,1609
481,2024-04-25,1841,Bangalore,Headphones,Accessories,1.0,4940.0,4940
482,2024-04-26,1200,Delhi,Smartwatch,Electronics,3.0,1616.0,4848
483,2024-04-27,1646,Hyderabad,Tablet,Electronics,2.0,100.0,200
484,2024-04-28,1812,Mumbai,Tablet,Accessories,2.0,2633.0,5266
485,2024-04-29,1371,Bangalore,Mobile,Accessories,6.0,2920.0,17520
486,2024-04-30,1785,Hyderabad,Laptop,Accessories,2.0,3241.0,6482
487,2024-05-01,1001,Mumbai,Tablet,Gadgets,3.0,694.0,2082
488,2024-05-02,1876,Mumbai,Tablet,Electronics,2.0,3281.0,6562
489,2024-05-03,1275,Bangalore,Tablet,Gadgets,6.0,2686.0,16116
490,2024-05-04,1315,Delhi,Laptop,Gadgets,7.0,2414.0,16898
491,2024-05-05,1120,Mumbai,Tablet,Accessories,2.0,955.0,1910
492,2024-05-06,1975,Delhi,Laptop,Electronics,3.0,675.0,2025
493,2024-05-07,1470,Chennai,Tablet,Accessories,9.0,2877.0,25893
494,2024-05-08,1964,Hyderabad,Smartwatch,Electronics,8.0,3854.0,30832
495,2024-05-09,1632,Mumbai,Mobile,Electronics,3.0,1510.0,4530
496,2024-05-10,1063,Hyderabad,Mobile,Accessories,8.0,823.0,6584
497,2024-05-11,1120,Bangalore,Laptop,Electronics,7.0,4282.0,29974
498,2024-05-12,1748,Mumbai,Mobile,Electronics,3.0,4758.0,14274
499,2024-05-13,1410,Hyderabad,Mobile,Electronics,6.0,1315.0,7890
500,2024-05-14,1478,Chennai,Smartwatch,Gadgets,1.0,3387.0,3387
501,2024-05-15,1385,Hyderabad,Tablet,Electronics,8.0,1291.0,10328
502,2024-05-16,1127,Hyderabad,Smartwatch,Gadgets,1.0,3392.0,3392
503,2024-05-17,1881,Bangalore,Laptop,Accessories,7.0,3472.0,24304
504,2024-05-18,1756,Bangalore,Tablet,Gadgets,2.0,2874.0,5748
505,2024-05-19,1850,Hyderabad,Laptop,Gadgets,8.0,4863.0,38904
506,2024-05-20,1022,Chennai,Mobile,Accessories,1.0,1297.0,1297
507,2024-05-21,1022,Mumbai,Smartwatch,Accessories,9.0,3495.0,31455
508,2024-05-22,1577,Chennai,Tablet,Gadgets,5.0,120.0,600
509,2024-05-23,1853,Delhi,Headphones,Gadgets,8.0,2651.0,21208
510,2024-05-24,1680,Chennai,Tablet,Accessories,5.0,2702.0,13510
511,2024-05-25,1967,Delhi,Smartwatch,Gadgets,6.0,2993.0,17958
512,2024-05-26,1829,Mumbai,Mobile,Gadgets,9.0,4820.0,43380
513,2024-05-27,1181,Bangalore,Mobile,Accessories,6.0,1042.0,6252
514,2024-05-28,1934,Mumbai,Laptop,Electronics,2.0,4080.0,8160
515,2024-05-29,1983,Mumbai,Smartwatch,Electronics,9.0,1755.0,15795
516,2024-05-30,1542,Delhi,Smartwatch,Gadgets,8.0,689.0,5512
517,2024-05-31,1442,Chennai,Tablet,Accessories,9.0,3478.0,31302
518,2024-06-01,1968,Mumbai,Headphones,Electronics,1.0,1752.0,1752
519,2024-06-02,1914,Hyderabad,Mobile,Accessories,5.0,3895.0,19475
520,2024-06-03,1683,Bangalore,Mobile,Electronics,8.0,4038.0,32304
521,2024-06-04,1877,Hyderabad,Tablet,Electronics,2.0,786.0,1572
522,2024-06-05,1423,Delhi,Laptop,Electronics,7.0,3837.0,26859
523,2024-06-06,1204,Hyderabad,Headphones,Accessories,3.0,2750.0,8250
524,2024-06-07,1644,Chennai,Mobile,Gadgets,2.0,872.0,1744
525,2024-06-08,1474,Chennai,Laptop,Electronics,9.0,3164.0,28476
526,2024-06-09,1237,Mumbai,Tablet,Gadgets,7.0,1006.0,7042
527,2024-06-10,1344,Hyderabad,Laptop,Accessories,2.0,1025.0,2050
528,2024-06-11,1305,Bangalore,Tablet,Accessories,7.0,1449.0,10143
529,2024-06-12,1032,Hyderabad,Tablet,Gadgets,4.0,4786.0,19144
530,2024-06-13,1950,Delhi,Laptop,Gadgets,9.0,1020.0,9180
531,2024-06-14,1307,Bangalore,Mobile,Accessories,2.0,1105.0,2210
532,2024-06-15,1383,Hyderabad,Tablet,Accessories,7.0,465.0,3255
533,2024-06-16,1170,Bangalore,Tablet,Electronics,1.0,1124.0,1124
534,2024-06-17,1857,Hyderabad,Tablet,Accessories,6.0,1912.0,11472
535,2024-06-18,1242,Mumbai,Laptop,Accessories,4.0,2920.0,11680
536,2024-06-19,1032,Mumbai,Mobile,Electronics,9.0,3017.0,27153
537,2024-06-20,1169,Delhi,Smartwatch,Accessories,5.0,1756.0,8780
538,2024-06-21,1647,Hyderabad,Mobile,Gadgets,4.0,146.0,584
539,2024-06-22,1654,Mumbai,Laptop,Gadgets,8.0,139.0,1112
540,2024-06-23,1375,Bangalore,Headphones,Accessories,8.0,4796.0,38368
541,2024-06-24,1354,Hyderabad,Smartwatch,Gadgets,6.0,2343.0,14058
542,2024-06-25,1969,Chennai,Laptop,Gadgets,3.0,114.0,342
543,2024-06-26,1343,Bangalore,Smartwatch,Accessories,6.0,2820.0,16920
544,2024-06-27,1791,Mumbai,Smartwatch,Electronics,7.0,1952.0,13664
545,2024-06-28,1984,Hyderabad,Smartwatch,Accessories,2.0,3822.0,7644
546,2024-06-29,1390,Mumbai,Headphones,Electronics,8.0,101.0,808
547,2024-06-30,1538,Delhi,Smartwatch,Accessories,8.0,4276.0,34208
548,2024-07-01,1823,Mumbai,Tablet,Gadgets,3.0,2585.0,7755
549,2024-07-02,1691,Delhi,Headphones,Accessories,7.0,4463.0,31241
550,2024-07-03,1152,Chennai,Tablet,Electronics,1.0,2425.0,2425
551,2024-07-04,1507,Chennai,Headphones,Gadgets,5.0,588.0,2940
552,2024-07-05,1106,Hyderabad,Smartwatch,Gadgets,5.0,4938.0,24690
553,2024-07-06,1307,Hyderabad,Laptop,Electronics,5.0,587.0,2935
554,2024-07-07,1386,Chennai,Laptop,Electronics,8.0,1100.0,8800
555,2024-07-08,1692,Hyderabad,Laptop,Electronics,3.0,3067.0,9201
556,2024-07-09,1451,Hyderabad,Headphones,Electronics,6.0,3436.0,20616
557,2024-07-10,1722,Chennai,Smartwatch,Electronics,2.0,3359.0,6718
558,2024-07-11,1991,Bangalore,Mobile,Gadgets,5.0,3194.0,15970
559,2024-07-12,1038,Hyderabad,Laptop,Electronics,9.0,1181.0,10629
560,2024-07-13,1830,Bangalore,Headphones,Electronics,8.0,255.0,2040
561,2024-07-14,1381,Mumbai,Mobile,Accessories,9.0,1475.0,13275
562,2024-07-15,1024,Bangalore,Tablet,Accessories,2.0,1978.0,3956
563,2024-07-16,1090,Mumbai,Smartwatch,Accessories,7.0,1566.0,10962
564,2024-07-17,1056,Chennai,Tablet,Electronics,2.0,903.0,1806
565,2024-07-18,1181,Mumbai,Laptop,Accessories,4.0,4897.0,19588
566,2024-07-19,1098,Chennai,Headphones,Electronics,7.0,2211.0,15477
567,2024-07-20,1339,Bangalore,Tablet,Gadgets,4.0,3464.0,13856
568,2024-07-21,1296,Delhi,Smartwatch,Accessories,1.0,3100.0,3100
569,2024-07-22,1145,Chennai,Headphones,Accessories,4.0,1094.0,4376
570,2024-07-23,1754,Bangalore,Tablet,Accessories,4.0,3451.0,13804
571,2024-07-24,1787,Bangalore,Tablet,Electronics,4.0,1292.0,5168
572,2024-07-25,1188,Mumbai,Smartwatch,Accessories,5.0,1100.0,5500
573,2024-07-26,1805,Hyderabad,Laptop,Electronics,3.0,1846.0,5538
574,2024-07-27,1715,Chennai,Tablet,Accessories,5.0,3770.0,18850
575,2024-07-28,1751,Chennai,Laptop,Accessories,7.0,3494.0,24458
576,2024-07-29,1954,Bangalore,Mobile,Electronics,4.0,174.0,696
577,2024-07-30,1672,Bangalore,Laptop,Gadgets,2.0,1658.0,3316
578,2024-07-31,1268,Hyderabad,Headphones,Accessories,2.0,115.0,230
579,2024-08-01,1597,Hyderabad,Tablet,Accessories,3.0,4489.0,13467
580,2024-08-02,1984,Delhi,Mobile,Electronics,7.0,281.0,1967
581,2024-08-03,1921,Hyderabad,Smartwatch,Electronics,1.0,4607.0,4607
582,2024-08-04,1393,Hyderabad,Smartwatch,Accessories,1.0,3010.0,3010
583,2024-08-05,1152,Chennai,Headphones,Gadgets,6.0,1859.0,11154
584,2024-08-06,1425,Mumbai,Mobile,Gadgets,8.0,1836.0,14688
585,2024-08-07,1912,Bangalore,Smartwatch,Gadgets,5.0,2286.0,11430
586,2024-08-08,1163,Chennai,Headphones,Accessories,9.0,1174.0,10566
587,2024-08-09,1038,Mumbai,Smartwatch,Gadgets,1.0,418.0,418
588,2024-08-10,1741,Mumbai,Laptop,Gadgets,4.0,2096.0,8384
589,2024-08-11,1659,Mumbai,Mobile,Gadgets,7.0,880.0,6160
590,2024-08-12,1748,Mumbai,Smartwatch,Gadgets,9.0,3933.0,35397
591,2024-08-13,1902,Delhi,Headphones,Gadgets,5.0,110.0,550
592,2024-08-14,1125,Bangalore,Mobile,Electronics,6.0,569.0,3414
593,2024-08-15,1789,Chennai,Headphones,Accessories,8.0,1909.0,15272
594,2024-08-16,1392,Delhi,Smartwatch,Gadgets,5.0,4949.0,24745
595,2024-08-17,1314,Delhi,Laptop,Accessories,6.0,3043.0,18258
596,2024-08-18,1204,Delhi,Mobile,Gadgets,3.0,855.0,2565
597,2024-08-19,1523,Hyderabad,Mobile,Accessories,4.0,3717.0,14868
598,2024-08-20,1576,Bangalore,Smartwatch,Electronics,8.0,3200.0,25600
599,2024-08-21,1911,Bangalore,Mobile,Accessories,3.0,3007.0,9021
600,2024-08-22,1676,Bangalore,Tablet,Accessories,5.0,2392.0,11960
601,2024-08-23,1735,Hyderabad,Laptop,Accessories,6.0,502.0,3012
602,2024-08-24,1142,Delhi,Mobile,Electronics,8.0,4237.0,33896
603,2024-08-25,1528,Hyderabad,Headphones,Gadgets,4.0,2298.0,9192
604,2024-08-26,1158,Chennai,Tablet,Gadgets,9.0,185.0,1665
605,2024-08-27,1105,Hyderabad,Headphones,Gadgets,4.0,2572.0,10288
606,2024-08-28,1900,Hyderabad,Headphones,Gadgets,4.0,2625.0,10500
607,2024-08-29,1545,Mumbai,Headphones,Accessories,5.0,4270.0,21350
608,2024-08-30,1690,Delhi,Laptop,Gadgets,5.0,4751.0,23755
609,2024-08-31,1063,Hyderabad,Laptop,Accessories,7.0,2547.0,17829
610,2024-09-01,1447,Bangalore,Headphones,Accessories,9.0,906.0,8154
611,2024-09-02,1547,Delhi,Mobile,Electronics,4.0,4177.0,16708
612,2024-09-03,1394,Chennai,Tablet,Gadgets,6.0,3055.0,18330
613,2024-09-04,1335,Hyderabad,Tablet,Electronics,1.0,4046.0,4046
614,2024-09-05,1464,Delhi,Smartwatch,Accessories,2.0,4593.0,9186
615,2024-09-06,1452,Chennai,Laptop,Accessories,4.0,3348.0,13392
616,2024-09-07,1161,Delhi,Mobile,Gadgets,1.0,4539.0,4539
617,2024-09-08,1245,Bangalore,Headphones,Gadgets,6.0,3137.0,18822
618,2024-09-09,1191,Bangalore,Smartwatch,Accessories,5.0,608.0,3040
619,2024-09-10,1035,Mumbai,Tablet,Gadgets,6.0,754.0,4524
620,2024-09-11,1473,Hyderabad,Smartwatch,Accessories,1.0,3096.0,3096
621,2024-09-12,1893,Delhi,Mobile,Electronics,2.0,1617.0,3234
622,2024-09-13,1780,Bangalore,Mobile,Gadgets,6.0,4968.0,29808
623,2024-09-14,1886,Chennai,Tablet,Accessories,4.0,2357.0,9428
624,2024-09-15,1051,Hyderabad,Laptop,Gadgets,9.0,831.0,7479
625,2024-09-16,1067,Delhi,Mobile,Accessories,6.0,948.0,5688
626,2024-09-17,1319,Hyderabad,Smartwatch,Electronics,1.0,4841.0,4841
627,2024-09-18,1831,Chennai,Laptop,Gadgets,5.0,1277.0,6385
628,2024-09-19,1016,Hyderabad,Tablet,Gadgets,7.0,3481.0,24367
629,2024-09-20,1480,Mumbai,Headphones,Gadgets,9.0,1580.0,14220
630,2024-09-21,1240,Mumbai,Mobile,Gadgets,8.0,1764.0,14112
631,2024-09-22,1856,Bangalore,Mobile,Gadgets,7.0,3409.0,23863
632,2024-09-23,1450,Mumbai,Mobile,Accessories,7.0,4437.0,31059
633,2024-09-24,1277,Mumbai,Headphones,Accessories,6.0,1120.0,6720
634,2024-09-25,1642,Chennai,Smartwatch,Accessories,6.0,2838.0,17028
635,2024-09-26,1868,Mumbai,Laptop,Gadgets,9.0,1749.0,15741
636,2024-09-27,1652,Hyderabad,Headphones,Accessories,7.0,4035.0,28245
637,2024-09-28,1702,Mumbai,Smartwatch,Gadgets,2.0,264.0,528
638,2024-09-29,1662,Hyderabad,Smartwatch,Gadgets,4.0,1308.0,5232
639,2024-09-30,1817,Hyderabad,Headphones,Electronics,8.0,4024.0,32192
640,2024-10-01,1568,Chennai,Smartwatch,Electronics,5.0,2498.0,12490
641,2024-10-02,1082,Delhi,Tablet,Gadgets,9.0,4934.0,44406
642,2024-10-03,1351,Chennai,Mobile,Electronics,1.0,1367.0,1367
643,2024-10-04,1971,Bangalore,Smartwatch,Electronics,9.0,4361.0,39249
644,2024-10-05,1120,Hyderabad,Mobile,Gadgets,4.0,3594.0,14376
645,2024-10-06,1201,Mumbai,Laptop,Electronics,8.0,3978.0,31824
646,2024-10-07,1155,Mumbai,Mobile,Gadgets,4.0,4859.0,19436
647,2024-10-08,1729,Delhi,Headphones,Accessories,6.0,1563.0,9378
648,2024-10-09,1717,Bangalore,Headphones,Electronics,1.0,3012.0,3012
649,2024-10-10,1992,Chennai,Mobile,Accessories,8.0,2271.0,18168
650,2024-10-11,1208,Delhi,Mobile,Gadgets,5.0,2342.0,11710
651,2024-10-12,1571,Delhi,Laptop,Electronics,7.0,4089.0,28623
652,2024-10-13,1947,Chennai,Smartwatch,Accessories,1.0,4134.0,4134
653,2024-10-14,1234,Chennai,Mobile,Accessories,3.0,575.0,1725
654,2024-10-15,1271,Bangalore,Tablet,Electronics,9.0,4083.0,36747
655,2024-10-16,1242,Mumbai,Laptop,Accessories,3.0,3651.0,10953
656,2024-10-17,1411,Bangalore,Headphones,Electronics,5.0,3041.0,15205
657,2024-10-18,1265,Chennai,Smartwatch,Accessories,9.0,211.0,1899
658,2024-10-19,1668,Bangalore,Headphones,Gadgets,4.0,2917.0,11668
659,2024-10-20,1248,Hyderabad,Mobile,Gadgets,2.0,747.0,1494
660,2024-10-21,1623,Hyderabad,Mobile,Gadgets,1.0,307.0,307
661,2024-10-22,1558,Chennai,Mobile,Electronics,2.0,1137.0,2274
662,2024-10-23,1903,Bangalore,Headphones,Gadgets,7.0,2318.0,16226
663,2024-10-24,1663,Hyderabad,Tablet,Electronics,4.0,1905.0,7620
664,2024-10-25,1763,Bangalore,Laptop,Gadgets,8.0,1494.0,11952
665,2024-10-26,1757,Bangalore,Headphones,Accessories,2.0,558.0,1116
666,2024-10-27,1668,Bangalore,Smartwatch,Accessories,4.0,4555.0,18220
667,2024-10-28,1799,Mumbai,Laptop,Electronics,7.0,545.0,3815
668,2024-10-29,1636,Mumbai,Laptop,Accessories,6.0,1081.0,6486
669,2024-10-30,1601,Delhi,Tablet,Accessories,1.0,1015.0,1015
670,2024-10-31,1512,Bangalore,Smartwatch,Accessories,9.0,3905.0,35145
671,2024-11-01,1593,Bangalore,Laptop,Electronics,8.0,3939.0,31512
672,2024-11-02,1885,Bangalore,Headphones,Accessories,1.0,4243.0,4243
673,2024-11-03,1537,Chennai,Smartwatch,Electronics,5.0,1601.0,8005
674,2024-11-04,1006,Bangalore,Mobile,Accessories,1.0,944.0,944
675,2024-11-05,1774,Bangalore,Headphones,Gadgets,2.0,4385.0,8770
676,2024-11-06,1615,Bangalore,Headphones,Accessories,8.0,1228.0,9824
677,2024-11-07,1309,Bangalore,Tablet,Gadgets,1.0,1426.0,1426
678,2024-11-08,1289,Chennai,Laptop,Gadgets,1.0,1920.0,1920
679,2024-11-09,1145,Bangalore,Smartwatch,Electronics,8.0,1892.0,15136
680,2024-11-10,1572,Bangalore,Laptop,Gadgets,6.0,3425.0,20550
681,2024-11-11,1752,Bangalore,Mobile,Gadgets,9.0,3913.0,35217
682,2024-11-12,1604,Chennai,Tablet,Accessories,4.0,2053.0,8212
683,2024-11-13,1519,Bangalore,Laptop,Electronics,2.0,2427.0,4854
684,2024-11-14,1529,Chennai,Mobile,Electronics,1.0,4033.0,4033
685,2024-11-15,1287,Mumbai,Headphones,Accessories,2.0,4089.0,8178
686,2024-11-16,1299,Bangalore,Headphones,Gadgets,9.0,584.0,5256
687,2024-11-17,1096,Hyderabad,Mobile,Electronics,1.0,2354.0,2354
688,2024-11-18,1678,Mumbai,Mobile,Electronics,8.0,4348.0,34784
689,2024-11-19,1646,Mumbai,Smartwatch,Electronics,3.0,1824.0,5472
690,2024-11-20,1934,Bangalore,Laptop,Accessories,4.0,3855.0,15420
691,2024-11-21,1370,Bangalore,Tablet,Gadgets,4.0,1054.0,4216
